split_A,image_A,split_B,image_B,SSIM
train,05003.jpg,test,00932.jpg,0.9848705035828981
train,05003.jpg,test,02171.jpg,0.9848705035828981
train,05005.jpg,test,00932.jpg,0.9848515096008813
train,05005.jpg,test,02171.jpg,0.9848515096008813
train,00989.jpg,test,01493.jpg,0.9848462987711586
train,00989.jpg,test,00397.jpg,0.9848462987711586
train,01068.jpg,test,00408.jpg,0.9848354270783068
train,01068.jpg,test,01508.jpg,0.9848354270783068
train,01060.jpg,test,01507.jpg,0.9848118898128215
train,01059.jpg,test,01507.jpg,0.9847963419270872
train,04940.jpg,test,02162.jpg,0.9847865336988721
train,04940.jpg,test,00926.jpg,0.9847865336988721
train,01145.jpg,test,01523.jpg,0.9847545131733013
train,01145.jpg,test,00428.jpg,0.9847545131733013
train,04898.jpg,test,02155.jpg,0.9847303686641715
train,05074.jpg,test,02184.jpg,0.9847245845616331
train,04941.jpg,test,02161.jpg,0.9846610982149389
train,04941.jpg,test,00925.jpg,0.9846610982149389
train,04882.jpg,test,02152.jpg,0.9846307623260028
train,04882.jpg,test,00917.jpg,0.9846307623260028
train,04979.jpg,test,02168.jpg,0.9846292499248166
train,04943.jpg,test,02159.jpg,0.9846145289173998
train,04943.jpg,test,00923.jpg,0.9846145289173998
train,04949.jpg,test,00924.jpg,0.9845919242982311
train,04949.jpg,test,02160.jpg,0.9845919242982311
train,01405.jpg,test,01574.jpg,0.9845907909393944
train,01405.jpg,test,00466.jpg,0.9845907909393944
train,00887.jpg,test,00387.jpg,0.984558390024084
train,00887.jpg,test,01463.jpg,0.984558390024084
train,04948.jpg,test,02163.jpg,0.9845563845502608
train,01125.jpg,test,01520.jpg,0.9845115483933182
train,04913.jpg,test,02158.jpg,0.9844477501121003
train,04926.jpg,test,02162.jpg,0.9843969655633614
train,04926.jpg,test,00926.jpg,0.9843969655633614
train,01117.jpg,test,01519.jpg,0.9843714318325576
train,01117.jpg,test,00425.jpg,0.9843714318325576
train,05026.jpg,test,02177.jpg,0.9843423601088378
train,05026.jpg,test,00937.jpg,0.9843423601088378
train,01013.jpg,test,01499.jpg,0.984315740812121
train,01013.jpg,test,00402.jpg,0.984315740812121
train,05026.jpg,test,00936.jpg,0.9843095293059904
train,05026.jpg,test,02176.jpg,0.9843095293059904
train,01013.jpg,test,01500.jpg,0.9842898296935372
train,01383.jpg,test,00459.jpg,0.9842814613765304
train,01383.jpg,test,01566.jpg,0.9842814613765304
train,01011.jpg,test,00403.jpg,0.9842572933110324
train,01011.jpg,test,01501.jpg,0.9842572933110324
train,04939.jpg,test,02159.jpg,0.9842514406075463
train,04939.jpg,test,00923.jpg,0.9842514406075463
train,04930.jpg,test,00926.jpg,0.9842425962854071
train,04930.jpg,test,02162.jpg,0.9842425962854071
train,04977.jpg,test,02166.jpg,0.9842342405775523
train,04977.jpg,test,00929.jpg,0.9842342405775523
train,05031.jpg,test,00937.jpg,0.9842216120376935
train,05031.jpg,test,02177.jpg,0.9842216120376935
train,05086.jpg,test,02185.jpg,0.9841645023921854
train,05086.jpg,test,00942.jpg,0.9841645023921854
train,00932.jpg,test,01480.jpg,0.9841218103770092
train,04922.jpg,test,02159.jpg,0.9840927244523107
train,04922.jpg,test,00923.jpg,0.9840927244523107
train,04899.jpg,test,02157.jpg,0.9840775893936285
train,04899.jpg,test,00922.jpg,0.9840775893936285
train,04924.jpg,test,02160.jpg,0.9840590058216372
train,04924.jpg,test,00924.jpg,0.9840590058216372
train,05100.jpg,test,02188.jpg,0.9840437114645854
train,05100.jpg,test,00944.jpg,0.9840437114645854
train,05154.jpg,test,02194.jpg,0.9839993768453773
train,05154.jpg,test,00949.jpg,0.9839993768453773
train,05016.jpg,test,00934.jpg,0.9839914032992353
train,05016.jpg,test,02174.jpg,0.9839914032992353
train,04966.jpg,test,02164.jpg,0.9839875514950344
train,04966.jpg,test,00927.jpg,0.9839875514950344
train,04882.jpg,test,00918.jpg,0.9839449793680116
train,04882.jpg,test,02153.jpg,0.9839449793680116
train,04948.jpg,test,00926.jpg,0.9838773658474083
train,04948.jpg,test,02162.jpg,0.9838773658474083
train,04944.jpg,test,02162.jpg,0.9838606993332205
train,04944.jpg,test,00926.jpg,0.9838606993332205
train,04928.jpg,test,00924.jpg,0.9838496557838368
train,04928.jpg,test,02160.jpg,0.9838496557838368
train,04939.jpg,test,00926.jpg,0.9838455234936107
train,04939.jpg,test,02162.jpg,0.9838455234936107
train,04949.jpg,test,00923.jpg,0.9838389786327321
train,04949.jpg,test,02159.jpg,0.9838389786327321
train,04850.jpg,test,02149.jpg,0.9838344107949405
train,04850.jpg,test,00914.jpg,0.9838344107949405
train,04924.jpg,test,02161.jpg,0.9838080652368065
train,04924.jpg,test,00925.jpg,0.9838080652368065
train,04938.jpg,test,02162.jpg,0.9837699746213472
train,04938.jpg,test,00926.jpg,0.9837699746213472
train,04942.jpg,test,02160.jpg,0.9837419297854253
train,04942.jpg,test,00924.jpg,0.9837419297854253
train,01406.jpg,test,01574.jpg,0.9837205587489432
train,01406.jpg,test,00466.jpg,0.9837205587489432
train,04894.jpg,test,02155.jpg,0.9837110095343062
train,01036.jpg,test,00410.jpg,0.9836940454440852
train,01036.jpg,test,01510.jpg,0.9836940454440852
train,04951.jpg,test,00925.jpg,0.9836513354204957
train,04951.jpg,test,02161.jpg,0.9836513354204957
train,05026.jpg,test,02175.jpg,0.9836457104742333
train,05026.jpg,test,00935.jpg,0.9836457104742333
train,04928.jpg,test,00925.jpg,0.9836146770794093
train,04928.jpg,test,02161.jpg,0.9836146770794093
train,04949.jpg,test,02163.jpg,0.9835757641809668
train,00946.jpg,test,01487.jpg,0.9835723840733513
train,04956.jpg,test,00925.jpg,0.9835668843887619
train,04956.jpg,test,02161.jpg,0.9835668843887619
train,04831.jpg,test,00913.jpg,0.9835435396944392
train,04955.jpg,test,00925.jpg,0.9835263810628372
train,04955.jpg,test,02161.jpg,0.9835263810628372
train,01029.jpg,test,01499.jpg,0.9834959863283671
train,01029.jpg,test,00402.jpg,0.9834959863283671
train,01052.jpg,test,01507.jpg,0.9834834509445425
train,01014.jpg,test,00403.jpg,0.9834646403412828
train,01014.jpg,test,01501.jpg,0.9834646403412828
train,04968.jpg,test,02168.jpg,0.9834627260785024
train,04983.jpg,test,02164.jpg,0.9834506994382034
train,04983.jpg,test,00927.jpg,0.9834506994382034
train,04953.jpg,test,02161.jpg,0.9834422944891024
train,04953.jpg,test,00925.jpg,0.9834422944891024
train,04883.jpg,test,02151.jpg,0.9834319896789075
train,04883.jpg,test,00916.jpg,0.9834319896789075
train,04945.jpg,test,02161.jpg,0.9834178549391592
train,04945.jpg,test,00925.jpg,0.9834178549391592
train,01206.jpg,test,01534.jpg,0.9833705888692685
train,01206.jpg,test,00436.jpg,0.9833705888692685
train,04929.jpg,test,00925.jpg,0.9833598815923108
train,04929.jpg,test,02161.jpg,0.9833598815923108
train,04954.jpg,test,02161.jpg,0.983341674476803
train,04954.jpg,test,00925.jpg,0.983341674476803
train,01096.jpg,test,01515.jpg,0.9833380097887786
train,04942.jpg,test,02163.jpg,0.9833369329721362
train,04922.jpg,test,00925.jpg,0.9833057494649149
train,04922.jpg,test,02161.jpg,0.9833057494649149
train,04951.jpg,test,00926.jpg,0.9833004708896428
train,04951.jpg,test,02162.jpg,0.9833004708896428
train,04942.jpg,test,02159.jpg,0.9832855772757364
train,04942.jpg,test,00923.jpg,0.9832855772757364
train,05016.jpg,test,00935.jpg,0.9832355146539967
train,05016.jpg,test,02175.jpg,0.9832355146539967
train,04932.jpg,test,00925.jpg,0.9831938321023529
train,04932.jpg,test,02161.jpg,0.9831938321023529
train,01053.jpg,test,01507.jpg,0.9831614519959258
train,01029.jpg,test,01500.jpg,0.9831390608445366
train,03079.jpg,test,01879.jpg,0.9830726961382525
train,01037.jpg,test,01503.jpg,0.9830649161224881
train,01037.jpg,test,00404.jpg,0.9830649161224881
train,04952.jpg,test,02162.jpg,0.9830368951029798
train,04952.jpg,test,00926.jpg,0.9830368951029798
train,01092.jpg,test,01515.jpg,0.983012551715263
train,01014.jpg,test,00402.jpg,0.9830087425608439
train,01014.jpg,test,01499.jpg,0.9830087425608439
train,04922.jpg,test,00924.jpg,0.98298947327174
train,04922.jpg,test,02160.jpg,0.98298947327174
train,01093.jpg,test,01514.jpg,0.9829290331720777
train,01093.jpg,test,00422.jpg,0.9829290331720777
train,01406.jpg,test,01573.jpg,0.9829286067885631
train,01406.jpg,test,00465.jpg,0.9829286067885631
train,04947.jpg,test,00925.jpg,0.9828944657108287
train,04947.jpg,test,02161.jpg,0.9828944657108287
train,01063.jpg,test,01503.jpg,0.9828618548160197
train,01063.jpg,test,00404.jpg,0.9828618548160197
train,05031.jpg,test,02175.jpg,0.9828170489597196
train,05031.jpg,test,00935.jpg,0.9828170489597196
train,04935.jpg,test,00926.jpg,0.9827940287501621
train,04935.jpg,test,02162.jpg,0.9827940287501621
train,01121.jpg,test,01520.jpg,0.9827526122908719
train,04929.jpg,test,00923.jpg,0.9827231692625469
train,04929.jpg,test,02159.jpg,0.9827231692625469
train,04999.jpg,test,02170.jpg,0.9827067363960935
train,04999.jpg,test,00931.jpg,0.9827067363960935
train,04936.jpg,test,00926.jpg,0.9827042367308111
train,04936.jpg,test,02162.jpg,0.9827042367308111
train,04945.jpg,test,02162.jpg,0.9827022333766124
train,04945.jpg,test,00926.jpg,0.9827022333766124
train,04879.jpg,test,02154.jpg,0.9826929036439185
train,04879.jpg,test,00919.jpg,0.9826929036439185
train,05089.jpg,test,00942.jpg,0.9826839828209926
train,05089.jpg,test,02185.jpg,0.9826839828209926
train,01091.jpg,test,00422.jpg,0.9826701701947164
train,01091.jpg,test,01514.jpg,0.9826701701947164
train,05002.jpg,test,00932.jpg,0.9826628402923826
train,05002.jpg,test,02171.jpg,0.9826628402923826
train,04923.jpg,test,00924.jpg,0.9826621248687282
train,04923.jpg,test,02160.jpg,0.9826621248687282
train,00994.jpg,test,01495.jpg,0.9825798832041137
train,00994.jpg,test,00399.jpg,0.9825798832041137
train,01108.jpg,test,01516.jpg,0.9825550564199483
train,01108.jpg,test,00423.jpg,0.9825550564199483
train,01095.jpg,test,01515.jpg,0.9825443361462384
train,04987.jpg,test,02168.jpg,0.982512355595737
train,01126.jpg,test,01520.jpg,0.9825008950016123
train,04988.jpg,test,02168.jpg,0.9824703345373055
train,04950.jpg,test,02161.jpg,0.982456195071551
train,04950.jpg,test,00925.jpg,0.982456195071551
train,04982.jpg,test,02168.jpg,0.9824554065576434
train,04833.jpg,test,00913.jpg,0.9824511454634968
train,04975.jpg,test,02168.jpg,0.9823652756514575
train,04923.jpg,test,02161.jpg,0.9822917284495245
train,04923.jpg,test,00925.jpg,0.9822917284495245
train,04885.jpg,test,00917.jpg,0.9822487280290726
train,04885.jpg,test,02152.jpg,0.9822487280290726
train,01146.jpg,test,00429.jpg,0.9822425518690449
train,01146.jpg,test,01524.jpg,0.9822425518690449
train,00970.jpg,test,00395.jpg,0.9822391678156993
train,00970.jpg,test,01490.jpg,0.9822391678156993
train,00886.jpg,test,01463.jpg,0.9821887699943548
train,00886.jpg,test,00387.jpg,0.9821887699943548
train,05026.jpg,test,00934.jpg,0.9821879898036897
train,05026.jpg,test,02174.jpg,0.9821879898036897
train,01203.jpg,test,01535.jpg,0.9821307712255115
train,04954.jpg,test,02160.jpg,0.9820695809729246
train,04954.jpg,test,00924.jpg,0.9820695809729246
train,04982.jpg,test,02169.jpg,0.9820494442046552
train,04952.jpg,test,00925.jpg,0.9820425390284805
train,04952.jpg,test,02161.jpg,0.9820425390284805
train,04879.jpg,test,02152.jpg,0.9820050127894326
train,04879.jpg,test,00917.jpg,0.9820050127894326
train,01011.jpg,test,00402.jpg,0.9819911043724694
train,01011.jpg,test,01499.jpg,0.9819911043724694
train,04950.jpg,test,00924.jpg,0.9819886763992898
train,04950.jpg,test,02160.jpg,0.9819886763992898
train,00974.jpg,test,01492.jpg,0.9819712384552125
train,04830.jpg,test,00910.jpg,0.9819593873871372
train,05020.jpg,test,02178.jpg,0.9819405893766607
train,04949.jpg,test,00926.jpg,0.9819303441631069
train,04949.jpg,test,02162.jpg,0.9819303441631069
train,04834.jpg,test,00913.jpg,0.9818243000010343
train,04833.jpg,test,02148.jpg,0.9818202902467248
train,04833.jpg,test,00912.jpg,0.9818202902467248
train,04827.jpg,test,02148.jpg,0.9818178402455484
train,04827.jpg,test,00912.jpg,0.9818178402455484
train,04948.jpg,test,00925.jpg,0.9817861167661659
train,04948.jpg,test,02161.jpg,0.9817861167661659
train,04831.jpg,test,00912.jpg,0.9817686027146313
train,04831.jpg,test,02148.jpg,0.9817686027146313
train,04912.jpg,test,00921.jpg,0.9817306559917968
train,04953.jpg,test,00924.jpg,0.9816925534872608
train,04953.jpg,test,02160.jpg,0.9816925534872608
train,01011.jpg,test,01500.jpg,0.9816917572350881
train,04904.jpg,test,00922.jpg,0.9816722550871254
train,04904.jpg,test,02157.jpg,0.9816722550871254
train,04828.jpg,test,00912.jpg,0.9816598581819423
train,04828.jpg,test,02148.jpg,0.9816598581819423
train,04885.jpg,test,00918.jpg,0.9816491704788483
train,04885.jpg,test,02153.jpg,0.9816491704788483
train,01064.jpg,test,01503.jpg,0.9816271572497398
train,01064.jpg,test,00404.jpg,0.9816271572497398
train,04947.jpg,test,00924.jpg,0.9815980012342712
train,04947.jpg,test,02160.jpg,0.9815980012342712
train,04829.jpg,test,00913.jpg,0.9815967434633289
train,05176.jpg,test,02199.jpg,0.9815361036767051
train,05176.jpg,test,00953.jpg,0.9815361036767051
train,04933.jpg,test,02163.jpg,0.9815172671458319
train,05047.jpg,test,00940.jpg,0.9814938921053239
train,05047.jpg,test,02181.jpg,0.9814938921053239
train,04947.jpg,test,02162.jpg,0.9814805702970846
train,04947.jpg,test,00926.jpg,0.9814805702970846
train,04902.jpg,test,00921.jpg,0.9814432138227208
train,04884.jpg,test,02152.jpg,0.9814189682402881
train,04884.jpg,test,00917.jpg,0.9814189682402881
train,05031.jpg,test,00934.jpg,0.9813742738167949
train,05031.jpg,test,02174.jpg,0.9813742738167949
train,04926.jpg,test,00925.jpg,0.9813619412307117
train,04926.jpg,test,02161.jpg,0.9813619412307117
train,00949.jpg,test,01487.jpg,0.9813201012784004
train,04956.jpg,test,02160.jpg,0.9813056205923171
train,04956.jpg,test,00924.jpg,0.9813056205923171
train,04933.jpg,test,02162.jpg,0.9813022313548894
train,04933.jpg,test,00926.jpg,0.9813022313548894
train,04953.jpg,test,02162.jpg,0.9812612879890186
train,04953.jpg,test,00926.jpg,0.9812612879890186
train,04979.jpg,test,02169.jpg,0.9812282858485033
train,04955.jpg,test,00924.jpg,0.9812250915323907
train,04955.jpg,test,02160.jpg,0.9812250915323907
train,05013.jpg,test,02174.jpg,0.9811984708586391
train,05013.jpg,test,00934.jpg,0.9811984708586391
train,01012.jpg,test,01500.jpg,0.9811546569139831
train,04947.jpg,test,00923.jpg,0.9811519246262755
train,04947.jpg,test,02159.jpg,0.9811519246262755
train,04954.jpg,test,02163.jpg,0.9811373598027536
train,01382.jpg,test,01566.jpg,0.981129008735039
train,01382.jpg,test,00459.jpg,0.981129008735039
train,04830.jpg,test,00913.jpg,0.9810479745329644
train,04954.jpg,test,02159.jpg,0.9810249258331131
train,04954.jpg,test,00923.jpg,0.9810249258331131
train,05048.jpg,test,02181.jpg,0.9809912574646631
train,05048.jpg,test,00940.jpg,0.9809912574646631
train,04830.jpg,test,00912.jpg,0.9809888289991225
train,04830.jpg,test,02148.jpg,0.9809888289991225
train,04827.jpg,test,00910.jpg,0.9809649474386031
train,05073.jpg,test,02184.jpg,0.9809573183342991
train,04937.jpg,test,02162.jpg,0.9808659036477572
train,04937.jpg,test,00926.jpg,0.9808659036477572
train,04960.jpg,test,02163.jpg,0.9808422803677492
train,04925.jpg,test,00925.jpg,0.9808410856540979
train,04925.jpg,test,02161.jpg,0.9808410856540979
train,00999.jpg,test,01497.jpg,0.9808130093446801
train,04932.jpg,test,02163.jpg,0.9807873340166683
train,04916.jpg,test,02155.jpg,0.9807710103676986
train,04950.jpg,test,00923.jpg,0.9807406723805765
train,04950.jpg,test,02159.jpg,0.9807406723805765
train,01407.jpg,test,00465.jpg,0.9807383550047964
train,01407.jpg,test,01573.jpg,0.9807383550047964
train,04955.jpg,test,00926.jpg,0.9807375530255636
train,04955.jpg,test,02162.jpg,0.9807375530255636
train,01057.jpg,test,01504.jpg,0.9807277179621584
train,01057.jpg,test,00405.jpg,0.9807277179621584
train,04956.jpg,test,00923.jpg,0.9807193584335347
train,04956.jpg,test,02159.jpg,0.9807193584335347
train,04953.jpg,test,02159.jpg,0.9806905143311982
train,04953.jpg,test,00923.jpg,0.9806905143311982
train,04828.jpg,test,00913.jpg,0.9806599373919612
train,04951.jpg,test,00924.jpg,0.9806542278672089
train,04951.jpg,test,02160.jpg,0.9806542278672089
train,01012.jpg,test,00402.jpg,0.9806383350803327
train,01012.jpg,test,01499.jpg,0.9806383350803327
train,04967.jpg,test,02164.jpg,0.9806014795171011
train,04967.jpg,test,00927.jpg,0.9806014795171011
train,04951.jpg,test,02163.jpg,0.9805886443560555
train,01100.jpg,test,01515.jpg,0.9805715433111856
train,04929.jpg,test,02160.jpg,0.9805568542520752
train,04929.jpg,test,00924.jpg,0.9805568542520752
train,04957.jpg,test,02161.jpg,0.9805270333714038
train,04957.jpg,test,00925.jpg,0.9805270333714038
train,04950.jpg,test,02162.jpg,0.9805111883694434
train,04950.jpg,test,00926.jpg,0.9805111883694434
train,04947.jpg,test,02163.jpg,0.9804444554626613
train,01096.jpg,test,01514.jpg,0.980429242956934
train,01096.jpg,test,00422.jpg,0.980429242956934
train,05015.jpg,test,02178.jpg,0.9804098558077066
train,04958.jpg,test,02162.jpg,0.9803385932136406
train,04958.jpg,test,00926.jpg,0.9803385932136406
train,04825.jpg,test,02148.jpg,0.9803134251819312
train,04952.jpg,test,02163.jpg,0.9802979002800623
train,01381.jpg,test,01566.jpg,0.9802750773338308
train,01381.jpg,test,00459.jpg,0.9802750773338308
train,04955.jpg,test,00923.jpg,0.9802566248576579
train,04955.jpg,test,02159.jpg,0.9802566248576579
train,01127.jpg,test,01520.jpg,0.9802474678716345
train,04953.jpg,test,02163.jpg,0.9802398283222732
train,04903.jpg,test,00921.jpg,0.9801243514706611
train,00904.jpg,test,01470.jpg,0.9801155750175693
train,04879.jpg,test,00918.jpg,0.9801047897705684
train,04879.jpg,test,02153.jpg,0.9801047897705684
train,04925.jpg,test,00926.jpg,0.9800649718570917
train,04925.jpg,test,02162.jpg,0.9800649718570917
train,05097.jpg,test,00943.jpg,0.9800525574310812
train,05097.jpg,test,02187.jpg,0.9800525574310812
train,04956.jpg,test,00926.jpg,0.9799878146240146
train,04956.jpg,test,02162.jpg,0.9799878146240146
train,04951.jpg,test,02159.jpg,0.9799316577858936
train,04951.jpg,test,00923.jpg,0.9799316577858936
train,04882.jpg,test,02154.jpg,0.9799287047170001
train,04882.jpg,test,00919.jpg,0.9799287047170001
train,01225.jpg,test,00438.jpg,0.9799274353667774
train,01225.jpg,test,01537.jpg,0.9799274353667774
train,01014.jpg,test,01500.jpg,0.9798366251124218
train,04937.jpg,test,02163.jpg,0.9797870573537004
train,04829.jpg,test,00912.jpg,0.9797817098260733
train,04829.jpg,test,02148.jpg,0.9797817098260733
train,04984.jpg,test,02168.jpg,0.9797705640293752
train,05020.jpg,test,00936.jpg,0.979745185641595
train,05020.jpg,test,02176.jpg,0.979745185641595
train,05175.jpg,test,00954.jpg,0.9797158371774037
train,05175.jpg,test,02200.jpg,0.9797158371774037
train,05181.jpg,test,02199.jpg,0.9797097945005532
train,05181.jpg,test,00953.jpg,0.9797097945005532
train,04956.jpg,test,02163.jpg,0.9796755098322655
train,05013.jpg,test,02175.jpg,0.9796636052726647
train,05013.jpg,test,00935.jpg,0.9796636052726647
train,01046.jpg,test,01503.jpg,0.979662603668873
train,01046.jpg,test,00404.jpg,0.979662603668873
train,04955.jpg,test,02163.jpg,0.9796556345040254
train,04903.jpg,test,02158.jpg,0.979647530142682
train,01090.jpg,test,01514.jpg,0.979572924774387
train,01090.jpg,test,00422.jpg,0.979572924774387
train,04952.jpg,test,00924.jpg,0.9795707644969843
train,04952.jpg,test,02160.jpg,0.9795707644969843
train,04938.jpg,test,02163.jpg,0.9795074289080508
train,04986.jpg,test,02168.jpg,0.979498713378802
train,04988.jpg,test,02165.jpg,0.9794929904574291
train,04988.jpg,test,00928.jpg,0.9794929904574291
train,01051.jpg,test,01507.jpg,0.9794551846123408
train,05024.jpg,test,00935.jpg,0.9793787938225458
train,05024.jpg,test,02175.jpg,0.9793787938225458
train,04924.jpg,test,02163.jpg,0.9793592245694888
train,04954.jpg,test,00926.jpg,0.9793258829827439
train,04954.jpg,test,02162.jpg,0.9793258829827439
train,00970.jpg,test,00394.jpg,0.9792973525408641
train,00970.jpg,test,01489.jpg,0.9792973525408641
train,04957.jpg,test,02162.jpg,0.9792790292702416
train,04957.jpg,test,00926.jpg,0.9792790292702416
train,01407.jpg,test,00466.jpg,0.9792509930151791
train,01407.jpg,test,01574.jpg,0.9792509930151791
train,04985.jpg,test,02168.jpg,0.979242687908469
train,01010.jpg,test,01501.jpg,0.9792212187487549
train,01010.jpg,test,00403.jpg,0.9792212187487549
train,05087.jpg,test,02185.jpg,0.979211339471299
train,05087.jpg,test,00942.jpg,0.979211339471299
train,01056.jpg,test,01504.jpg,0.9791824586906427
train,01056.jpg,test,00405.jpg,0.9791824586906427
train,04881.jpg,test,02153.jpg,0.9791763402293719
train,04881.jpg,test,00918.jpg,0.9791763402293719
train,04948.jpg,test,00924.jpg,0.9791636108189643
train,04948.jpg,test,02160.jpg,0.9791636108189643
train,04831.jpg,test,00910.jpg,0.9791388329450986
train,04924.jpg,test,02162.jpg,0.9791017073081296
train,04924.jpg,test,00926.jpg,0.9791017073081296
train,01402.jpg,test,00459.jpg,0.9790502192658576
train,01402.jpg,test,01566.jpg,0.9790502192658576
train,04832.jpg,test,00913.jpg,0.9790397334561649
train,04901.jpg,test,00921.jpg,0.9790309161709337
train,00973.jpg,test,01492.jpg,0.9789699632336506
train,05006.jpg,test,00932.jpg,0.9789581082496891
train,05006.jpg,test,02171.jpg,0.9789581082496891
train,01035.jpg,test,01504.jpg,0.9789370242978029
train,01035.jpg,test,00405.jpg,0.9789370242978029
train,01095.jpg,test,01514.jpg,0.978918247468816
train,01095.jpg,test,00422.jpg,0.978918247468816
train,01141.jpg,test,01522.jpg,0.9788418891644409
train,01141.jpg,test,00427.jpg,0.9788418891644409
train,00973.jpg,test,00395.jpg,0.9788223456019488
train,00973.jpg,test,01490.jpg,0.9788223456019488
train,00893.jpg,test,01465.jpg,0.9788122377413004
train,01145.jpg,test,01522.jpg,0.9787759627935132
train,01145.jpg,test,00427.jpg,0.9787759627935132
train,04934.jpg,test,02163.jpg,0.9787731213970197
train,04952.jpg,test,00923.jpg,0.9787673449862277
train,04952.jpg,test,02159.jpg,0.9787673449862277
train,05099.jpg,test,00943.jpg,0.9787510411294553
train,05099.jpg,test,02187.jpg,0.9787510411294553
train,04836.jpg,test,00913.jpg,0.9787357205611276
train,01152.jpg,test,01522.jpg,0.978720867848738
train,01152.jpg,test,00427.jpg,0.978720867848738
train,05080.jpg,test,02186.jpg,0.9787176346885632
train,05068.jpg,test,02184.jpg,0.9787131243995975
train,04957.jpg,test,00924.jpg,0.9786113674659329
train,04957.jpg,test,02160.jpg,0.9786113674659329
train,04987.jpg,test,00928.jpg,0.9786059571828186
train,04987.jpg,test,02165.jpg,0.9786059571828186
train,04834.jpg,test,02148.jpg,0.9786056591528011
train,04834.jpg,test,00912.jpg,0.9786056591528011
train,04827.jpg,test,00913.jpg,0.9785988159188603
train,04881.jpg,test,02154.jpg,0.9785840796625622
train,04881.jpg,test,00919.jpg,0.9785840796625622
train,04927.jpg,test,02163.jpg,0.9785751719797041
train,01401.jpg,test,00459.jpg,0.9785503518077024
train,01401.jpg,test,01566.jpg,0.9785503518077024
train,04913.jpg,test,00921.jpg,0.9784986567985141
train,01039.jpg,test,01504.jpg,0.9784260626987099
train,01039.jpg,test,00405.jpg,0.9784260626987099
train,04957.jpg,test,02163.jpg,0.9783946827520478
train,05024.jpg,test,00934.jpg,0.9783863917404091
train,05024.jpg,test,02174.jpg,0.9783863917404091
train,00995.jpg,test,01495.jpg,0.9783439724919508
train,00995.jpg,test,00399.jpg,0.9783439724919508
train,05194.jpg,test,02199.jpg,0.9783208494615929
train,04925.jpg,test,02159.jpg,0.9783132233205144
train,04925.jpg,test,00923.jpg,0.9783132233205144
train,04958.jpg,test,02163.jpg,0.9783010765499771
train,04948.jpg,test,02159.jpg,0.9782677168792053
train,04948.jpg,test,00923.jpg,0.9782677168792053
train,04941.jpg,test,00924.jpg,0.978193975433325
train,04941.jpg,test,02160.jpg,0.978193975433325
train,04941.jpg,test,00923.jpg,0.9781800522408662
train,04941.jpg,test,02159.jpg,0.9781800522408662
train,01043.jpg,test,01504.jpg,0.9781515712640915
train,01043.jpg,test,00405.jpg,0.9781515712640915
train,01055.jpg,test,00405.jpg,0.9781469951412741
train,01055.jpg,test,01504.jpg,0.9781469951412741
train,04830.jpg,test,02147.jpg,0.9781181728403081
train,04830.jpg,test,00911.jpg,0.9781181728403081
train,04832.jpg,test,02148.jpg,0.9780721979480038
train,04832.jpg,test,00912.jpg,0.9780721979480038
train,01017.jpg,test,00402.jpg,0.978056917399556
train,01017.jpg,test,01499.jpg,0.978056917399556
train,04927.jpg,test,02162.jpg,0.9780459621683414
train,04927.jpg,test,00926.jpg,0.9780459621683414
train,04957.jpg,test,02159.jpg,0.9780281770704998
train,04957.jpg,test,00923.jpg,0.9780281770704998
train,01062.jpg,test,00405.jpg,0.9779920490393117
train,01062.jpg,test,01504.jpg,0.9779920490393117
train,05015.jpg,test,00936.jpg,0.977915542038971
train,05015.jpg,test,02176.jpg,0.977915542038971
train,05091.jpg,test,02185.jpg,0.9778981548991171
train,05091.jpg,test,00942.jpg,0.9778981548991171
train,05020.jpg,test,02177.jpg,0.9778951613150381
train,05020.jpg,test,00937.jpg,0.9778951613150381
train,01100.jpg,test,01514.jpg,0.9778653334739106
train,01100.jpg,test,00422.jpg,0.9778653334739106
train,04826.jpg,test,00913.jpg,0.9778582612170924
train,01010.jpg,test,00402.jpg,0.9778313773635487
train,01010.jpg,test,01499.jpg,0.9778313773635487
train,04886.jpg,test,00917.jpg,0.9778309030745168
train,04886.jpg,test,02152.jpg,0.9778309030745168
train,05086.jpg,test,02186.jpg,0.9777735352416941
train,01017.jpg,test,00403.jpg,0.9777132398377862
train,01017.jpg,test,01501.jpg,0.9777132398377862
train,01401.jpg,test,00462.jpg,0.9777082336999381
train,01401.jpg,test,01569.jpg,0.9777082336999381
train,00963.jpg,test,01488.jpg,0.977682157560588
train,00963.jpg,test,00393.jpg,0.977682157560588
train,04926.jpg,test,00923.jpg,0.9776587646885241
train,04926.jpg,test,02159.jpg,0.9776587646885241
train,01084.jpg,test,01511.jpg,0.977591993248146
train,01084.jpg,test,00419.jpg,0.977591993248146
train,00969.jpg,test,00396.jpg,0.9774757498350116
train,00969.jpg,test,01491.jpg,0.9774757498350116
train,01046.jpg,test,01504.jpg,0.9774588308126809
train,01046.jpg,test,00405.jpg,0.9774588308126809
train,05085.jpg,test,00943.jpg,0.9774518662086952
train,05085.jpg,test,02187.jpg,0.9774518662086952
train,05028.jpg,test,00935.jpg,0.977438214498745
train,05028.jpg,test,02175.jpg,0.977438214498745
train,05018.jpg,test,02178.jpg,0.9773690090726375
train,04975.jpg,test,02165.jpg,0.9773213694682613
train,04975.jpg,test,00928.jpg,0.9773213694682613
train,05017.jpg,test,02178.jpg,0.9772367426616282
