image,GT,Predictions,TP,FP,FN,total_errors
00702.jpg,1,1,1,0,0,0
00703.jpg,1,1,1,0,0,0
00704.jpg,1,1,1,0,0,0
00705.jpg,1,1,1,0,0,0
00706.jpg,1,1,1,0,0,0
00707.jpg,1,1,1,0,0,0
00708.jpg,1,1,1,0,0,0
00709.jpg,1,1,1,0,0,0
00710.jpg,1,1,1,0,0,0
00711.jpg,1,1,1,0,0,0
00712.jpg,1,1,1,0,0,0
00713.jpg,1,1,1,0,0,0
00715.jpg,1,1,1,0,0,0
00716.jpg,1,1,1,0,0,0
00717.jpg,1,1,1,0,0,0
00718.jpg,1,1,1,0,0,0
00719.jpg,1,1,1,0,0,0
00720.jpg,1,1,1,0,0,0
00723.jpg,1,1,1,0,0,0
00724.jpg,1,1,1,0,0,0
00725.jpg,1,1,1,0,0,0
00726.jpg,1,1,1,0,0,0
00727.jpg,1,1,1,0,0,0
00728.jpg,1,1,1,0,0,0
00729.jpg,1,1,1,0,0,0
00730.jpg,1,1,1,0,0,0
00731.jpg,1,1,1,0,0,0
00732.jpg,1,1,1,0,0,0
00733.jpg,1,1,1,0,0,0
00734.jpg,1,1,1,0,0,0
00735.jpg,1,1,1,0,0,0
00736.jpg,1,1,1,0,0,0
00737.jpg,1,1,1,0,0,0
00738.jpg,1,1,1,0,0,0
00739.jpg,1,1,1,0,0,0
00740.jpg,1,1,1,0,0,0
00742.jpg,1,1,1,0,0,0
00743.jpg,1,1,1,0,0,0
00744.jpg,1,1,1,0,0,0
00745.jpg,1,1,1,0,0,0
00746.jpg,1,1,1,0,0,0
00747.jpg,1,1,1,0,0,0
00748.jpg,1,1,1,0,0,0
00749.jpg,1,1,1,0,0,0
00750.jpg,1,1,1,0,0,0
00751.jpg,1,1,1,0,0,0
00752.jpg,1,1,1,0,0,0
00753.jpg,1,1,1,0,0,0
00755.jpg,1,1,1,0,0,0
00756.jpg,1,1,1,0,0,0
00757.jpg,1,1,1,0,0,0
00758.jpg,1,1,1,0,0,0
00759.jpg,1,1,1,0,0,0
00760.jpg,1,1,1,0,0,0
00761.jpg,1,1,1,0,0,0
00762.jpg,1,1,1,0,0,0
00763.jpg,1,1,1,0,0,0
00764.jpg,1,1,1,0,0,0
00765.jpg,1,1,1,0,0,0
00766.jpg,1,1,1,0,0,0
00767.jpg,1,1,1,0,0,0
00768.jpg,1,1,1,0,0,0
00769.jpg,1,1,1,0,0,0
00770.jpg,1,1,1,0,0,0
00771.jpg,1,1,1,0,0,0
00772.jpg,1,1,1,0,0,0
00773.jpg,1,1,1,0,0,0
00774.jpg,1,1,1,0,0,0
00775.jpg,1,1,1,0,0,0
00776.jpg,1,1,1,0,0,0
00777.jpg,1,1,1,0,0,0
00778.jpg,1,1,1,0,0,0
00779.jpg,1,1,1,0,0,0
00780.jpg,1,1,1,0,0,0
00781.jpg,1,1,1,0,0,0
00782.jpg,1,1,1,0,0,0
00783.jpg,1,1,1,0,0,0
00784.jpg,1,1,1,0,0,0
00785.jpg,1,1,1,0,0,0
00786.jpg,1,1,1,0,0,0
00787.jpg,1,1,1,0,0,0
00788.jpg,1,1,1,0,0,0
00789.jpg,1,1,1,0,0,0
00790.jpg,1,1,1,0,0,0
00791.jpg,1,1,1,0,0,0
00792.jpg,1,1,1,0,0,0
00793.jpg,1,1,1,0,0,0
00794.jpg,1,1,1,0,0,0
00795.jpg,1,1,1,0,0,0
00796.jpg,1,1,1,0,0,0
00797.jpg,1,1,1,0,0,0
00798.jpg,1,1,1,0,0,0
00799.jpg,1,1,1,0,0,0
00801.jpg,1,1,1,0,0,0
00802.jpg,1,1,1,0,0,0
00803.jpg,1,1,1,0,0,0
00804.jpg,1,1,1,0,0,0
00805.jpg,1,1,1,0,0,0
00806.jpg,1,1,1,0,0,0
00807.jpg,1,1,1,0,0,0
00808.jpg,1,1,1,0,0,0
00809.jpg,1,1,1,0,0,0
00810.jpg,1,1,1,0,0,0
00811.jpg,1,1,1,0,0,0
00812.jpg,1,1,1,0,0,0
00813.jpg,1,1,1,0,0,0
00814.jpg,1,1,1,0,0,0
00815.jpg,1,1,1,0,0,0
00816.jpg,1,1,1,0,0,0
00817.jpg,1,1,1,0,0,0
00818.jpg,1,1,1,0,0,0
00819.jpg,1,1,1,0,0,0
00820.jpg,1,1,1,0,0,0
00821.jpg,1,1,1,0,0,0
00822.jpg,1,1,1,0,0,0
00823.jpg,1,1,1,0,0,0
00824.jpg,1,1,1,0,0,0
00825.jpg,1,1,1,0,0,0
00827.jpg,1,1,1,0,0,0
00828.jpg,1,1,1,0,0,0
00830.jpg,1,1,1,0,0,0
00831.jpg,1,1,1,0,0,0
00832.jpg,1,1,1,0,0,0
00833.jpg,1,1,1,0,0,0
00834.jpg,1,1,1,0,0,0
00835.jpg,1,1,1,0,0,0
00836.jpg,1,1,1,0,0,0
00837.jpg,1,1,1,0,0,0
00838.jpg,1,1,1,0,0,0
00839.jpg,1,1,1,0,0,0
00840.jpg,1,1,1,0,0,0
00841.jpg,1,1,1,0,0,0
00842.jpg,1,1,1,0,0,0
00843.jpg,1,1,1,0,0,0
00844.jpg,1,1,1,0,0,0
00845.jpg,1,1,1,0,0,0
00846.jpg,1,1,1,0,0,0
00847.jpg,1,1,1,0,0,0
00848.jpg,1,1,1,0,0,0
00849.jpg,1,1,1,0,0,0
00850.jpg,1,1,1,0,0,0
00851.jpg,1,1,1,0,0,0
00852.jpg,1,1,1,0,0,0
00853.jpg,1,1,1,0,0,0
00854.jpg,1,1,1,0,0,0
00855.jpg,1,1,1,0,0,0
00856.jpg,1,1,1,0,0,0
00857.jpg,1,1,1,0,0,0
00858.jpg,1,1,1,0,0,0
00859.jpg,1,1,1,0,0,0
00860.jpg,1,1,1,0,0,0
00861.jpg,1,1,1,0,0,0
00862.jpg,1,1,1,0,0,0
00863.jpg,1,1,1,0,0,0
00864.jpg,1,1,1,0,0,0
00865.jpg,1,1,1,0,0,0
00866.jpg,1,1,1,0,0,0
00867.jpg,1,1,1,0,0,0
00869.jpg,1,1,1,0,0,0
00870.jpg,1,1,1,0,0,0
00871.jpg,1,1,1,0,0,0
00872.jpg,1,1,1,0,0,0
00873.jpg,1,1,1,0,0,0
00874.jpg,1,1,1,0,0,0
00875.jpg,1,1,1,0,0,0
00876.jpg,1,1,1,0,0,0
00877.jpg,1,1,1,0,0,0
00878.jpg,1,1,1,0,0,0
00880.jpg,1,1,1,0,0,0
00881.jpg,1,1,1,0,0,0
00882.jpg,1,1,1,0,0,0
00883.jpg,1,1,1,0,0,0
00884.jpg,1,1,1,0,0,0
00885.jpg,1,1,1,0,0,0
00886.jpg,1,1,1,0,0,0
00887.jpg,1,1,1,0,0,0
00888.jpg,1,1,1,0,0,0
00890.jpg,1,1,1,0,0,0
00891.jpg,1,1,1,0,0,0
00892.jpg,1,1,1,0,0,0
00893.jpg,1,1,1,0,0,0
00894.jpg,1,1,1,0,0,0
00895.jpg,1,1,1,0,0,0
00896.jpg,1,1,1,0,0,0
00897.jpg,1,1,1,0,0,0
00898.jpg,1,1,1,0,0,0
00899.jpg,1,1,1,0,0,0
00900.jpg,1,1,1,0,0,0
00901.jpg,1,1,1,0,0,0
00902.jpg,1,1,1,0,0,0
00903.jpg,1,1,1,0,0,0
00904.jpg,1,1,1,0,0,0
00905.jpg,1,1,1,0,0,0
00906.jpg,1,1,1,0,0,0
00907.jpg,1,1,1,0,0,0
00908.jpg,1,1,1,0,0,0
00909.jpg,1,1,1,0,0,0
00910.jpg,1,1,1,0,0,0
00911.jpg,1,1,1,0,0,0
00912.jpg,1,1,1,0,0,0
00913.jpg,1,1,1,0,0,0
00914.jpg,1,1,1,0,0,0
00915.jpg,1,1,1,0,0,0
00916.jpg,1,1,1,0,0,0
00917.jpg,1,1,1,0,0,0
00918.jpg,1,1,1,0,0,0
00919.jpg,1,1,1,0,0,0
00922.jpg,1,1,1,0,0,0
00923.jpg,1,1,1,0,0,0
00924.jpg,1,1,1,0,0,0
00925.jpg,1,1,1,0,0,0
00926.jpg,1,1,1,0,0,0
00927.jpg,1,1,1,0,0,0
00928.jpg,1,1,1,0,0,0
00929.jpg,1,1,1,0,0,0
00930.jpg,1,1,1,0,0,0
00932.jpg,1,1,1,0,0,0
00933.jpg,1,1,1,0,0,0
00934.jpg,1,1,1,0,0,0
00935.jpg,1,1,1,0,0,0
00936.jpg,1,1,1,0,0,0
00937.jpg,1,1,1,0,0,0
00938.jpg,1,1,1,0,0,0
00939.jpg,1,1,1,0,0,0
00940.jpg,1,1,1,0,0,0
00941.jpg,1,1,1,0,0,0
00942.jpg,1,1,1,0,0,0
00943.jpg,1,1,1,0,0,0
00944.jpg,1,1,1,0,0,0
00945.jpg,1,1,1,0,0,0
00946.jpg,1,1,1,0,0,0
00947.jpg,1,1,1,0,0,0
00948.jpg,1,1,1,0,0,0
00949.jpg,1,1,1,0,0,0
00950.jpg,1,1,1,0,0,0
00951.jpg,1,1,1,0,0,0
00952.jpg,1,1,1,0,0,0
00953.jpg,1,1,1,0,0,0
00954.jpg,1,1,1,0,0,0
00955.jpg,1,1,1,0,0,0
00956.jpg,1,1,1,0,0,0
00957.jpg,1,1,1,0,0,0
00958.jpg,1,1,1,0,0,0
00960.jpg,1,1,1,0,0,0
00961.jpg,1,1,1,0,0,0
00962.jpg,1,1,1,0,0,0
00963.jpg,1,1,1,0,0,0
00964.jpg,1,1,1,0,0,0
00965.jpg,1,1,1,0,0,0
00966.jpg,1,1,1,0,0,0
00967.jpg,1,1,1,0,0,0
00968.jpg,1,1,1,0,0,0
00970.jpg,1,1,1,0,0,0
00971.jpg,1,1,1,0,0,0
00972.jpg,1,1,1,0,0,0
00973.jpg,1,1,1,0,0,0
00974.jpg,1,1,1,0,0,0
00975.jpg,1,1,1,0,0,0
00976.jpg,1,1,1,0,0,0
00977.jpg,1,1,1,0,0,0
00978.jpg,1,1,1,0,0,0
00979.jpg,1,1,1,0,0,0
00980.jpg,1,1,1,0,0,0
00981.jpg,1,1,1,0,0,0
00982.jpg,1,1,1,0,0,0
00983.jpg,1,1,1,0,0,0
00984.jpg,1,1,1,0,0,0
00986.jpg,1,1,1,0,0,0
00987.jpg,1,1,1,0,0,0
00988.jpg,1,1,1,0,0,0
00989.jpg,1,1,1,0,0,0
00990.jpg,1,1,1,0,0,0
00991.jpg,1,1,1,0,0,0
00992.jpg,1,1,1,0,0,0
00993.jpg,1,1,1,0,0,0
00994.jpg,1,1,1,0,0,0
00995.jpg,1,1,1,0,0,0
00996.jpg,1,1,1,0,0,0
00997.jpg,1,1,1,0,0,0
00998.jpg,1,1,1,0,0,0
00999.jpg,1,1,1,0,0,0
01000.jpg,1,1,1,0,0,0
01001.jpg,1,1,1,0,0,0
01002.jpg,1,1,1,0,0,0
01003.jpg,1,1,1,0,0,0
01004.jpg,1,1,1,0,0,0
01005.jpg,1,1,1,0,0,0
01006.jpg,1,1,1,0,0,0
01007.jpg,1,1,1,0,0,0
01008.jpg,1,1,1,0,0,0
01009.jpg,1,1,1,0,0,0
01010.jpg,1,1,1,0,0,0
01011.jpg,1,1,1,0,0,0
01012.jpg,1,1,1,0,0,0
01013.jpg,1,1,1,0,0,0
01014.jpg,1,1,1,0,0,0
01015.jpg,1,1,1,0,0,0
01016.jpg,1,1,1,0,0,0
01017.jpg,1,1,1,0,0,0
01018.jpg,1,1,1,0,0,0
01019.jpg,1,1,1,0,0,0
01020.jpg,1,1,1,0,0,0
01021.jpg,1,1,1,0,0,0
01023.jpg,1,1,1,0,0,0
01024.jpg,1,1,1,0,0,0
01025.jpg,1,1,1,0,0,0
01026.jpg,1,1,1,0,0,0
01027.jpg,1,1,1,0,0,0
01028.jpg,1,1,1,0,0,0
01029.jpg,1,1,1,0,0,0
01030.jpg,1,1,1,0,0,0
01031.jpg,1,1,1,0,0,0
01032.jpg,1,1,1,0,0,0
01033.jpg,1,1,1,0,0,0
01035.jpg,1,1,1,0,0,0
01036.jpg,1,1,1,0,0,0
01037.jpg,1,1,1,0,0,0
01038.jpg,1,1,1,0,0,0
01039.jpg,1,1,1,0,0,0
01040.jpg,1,1,1,0,0,0
01041.jpg,1,1,1,0,0,0
01042.jpg,1,1,1,0,0,0
01043.jpg,1,1,1,0,0,0
01044.jpg,1,1,1,0,0,0
01045.jpg,1,1,1,0,0,0
01046.jpg,1,1,1,0,0,0
01047.jpg,1,1,1,0,0,0
01048.jpg,1,1,1,0,0,0
01049.jpg,1,1,1,0,0,0
01050.jpg,1,1,1,0,0,0
01051.jpg,1,1,1,0,0,0
01052.jpg,1,1,1,0,0,0
01053.jpg,1,1,1,0,0,0
01054.jpg,1,1,1,0,0,0
01055.jpg,1,1,1,0,0,0
01056.jpg,2,2,2,0,0,0
01057.jpg,1,1,1,0,0,0
01058.jpg,1,1,1,0,0,0
01059.jpg,1,1,1,0,0,0
01060.jpg,1,1,1,0,0,0
01061.jpg,1,1,1,0,0,0
01062.jpg,1,1,1,0,0,0
01063.jpg,1,1,1,0,0,0
01064.jpg,1,1,1,0,0,0
01065.jpg,1,1,1,0,0,0
01066.jpg,1,1,1,0,0,0
01068.jpg,1,1,1,0,0,0
01069.jpg,1,1,1,0,0,0
01070.jpg,1,1,1,0,0,0
01071.jpg,1,1,1,0,0,0
01072.jpg,1,1,1,0,0,0
01073.jpg,1,1,1,0,0,0
01074.jpg,1,1,1,0,0,0
01075.jpg,1,1,1,0,0,0
01076.jpg,1,1,1,0,0,0
01077.jpg,1,1,1,0,0,0
01078.jpg,1,1,1,0,0,0
01080.jpg,1,1,1,0,0,0
01081.jpg,1,1,1,0,0,0
01082.jpg,1,1,1,0,0,0
01083.jpg,3,3,3,0,0,0
01084.jpg,3,3,3,0,0,0
01086.jpg,2,2,2,0,0,0
01087.jpg,1,1,1,0,0,0
01088.jpg,2,2,2,0,0,0
01089.jpg,1,1,1,0,0,0
01090.jpg,1,1,1,0,0,0
01091.jpg,3,3,3,0,0,0
01093.jpg,2,2,2,0,0,0
01094.jpg,1,1,1,0,0,0
01095.jpg,1,1,1,0,0,0
01096.jpg,1,1,1,0,0,0
01098.jpg,1,1,1,0,0,0
01099.jpg,1,1,1,0,0,0
01100.jpg,1,1,1,0,0,0
01101.jpg,1,1,1,0,0,0
01102.jpg,1,1,1,0,0,0
01103.jpg,1,1,1,0,0,0
01104.jpg,1,1,1,0,0,0
01105.jpg,1,1,1,0,0,0
00007.jpg,1,1,1,0,0,0
01107.jpg,1,1,1,0,0,0
01108.jpg,1,1,1,0,0,0
01109.jpg,1,1,1,0,0,0
01110.jpg,1,1,1,0,0,0
01111.jpg,1,1,1,0,0,0
01112.jpg,1,1,1,0,0,0
01113.jpg,1,1,1,0,0,0
01114.jpg,1,1,1,0,0,0
00008.jpg,1,1,1,0,0,0
01116.jpg,1,1,1,0,0,0
01117.jpg,1,1,1,0,0,0
01118.jpg,1,1,1,0,0,0
01119.jpg,1,1,1,0,0,0
01120.jpg,1,1,1,0,0,0
01121.jpg,1,1,1,0,0,0
01122.jpg,1,1,1,0,0,0
01123.jpg,1,1,1,0,0,0
01124.jpg,1,1,1,0,0,0
01125.jpg,1,1,1,0,0,0
01126.jpg,1,1,1,0,0,0
01127.jpg,1,1,1,0,0,0
01128.jpg,1,1,1,0,0,0
01129.jpg,1,1,1,0,0,0
01130.jpg,1,1,1,0,0,0
01131.jpg,1,1,1,0,0,0
01132.jpg,1,1,1,0,0,0
01133.jpg,1,1,1,0,0,0
01134.jpg,1,1,1,0,0,0
01135.jpg,1,1,1,0,0,0
01136.jpg,1,1,1,0,0,0
01137.jpg,1,1,1,0,0,0
01138.jpg,1,1,1,0,0,0
01139.jpg,1,1,1,0,0,0
01140.jpg,1,1,1,0,0,0
01141.jpg,1,1,1,0,0,0
01142.jpg,1,1,1,0,0,0
01143.jpg,1,1,1,0,0,0
01144.jpg,1,1,1,0,0,0
01145.jpg,1,1,1,0,0,0
01146.jpg,1,1,1,0,0,0
01147.jpg,1,1,1,0,0,0
01148.jpg,1,1,1,0,0,0
01149.jpg,1,1,1,0,0,0
01150.jpg,1,1,1,0,0,0
01151.jpg,1,1,1,0,0,0
01152.jpg,1,1,1,0,0,0
01153.jpg,1,1,1,0,0,0
01154.jpg,1,1,1,0,0,0
01155.jpg,1,1,1,0,0,0
01156.jpg,1,1,1,0,0,0
01157.jpg,1,1,1,0,0,0
01158.jpg,1,1,1,0,0,0
01159.jpg,1,1,1,0,0,0
01160.jpg,1,1,1,0,0,0
01161.jpg,1,1,1,0,0,0
01162.jpg,1,1,1,0,0,0
01163.jpg,1,1,1,0,0,0
01164.jpg,1,1,1,0,0,0
01165.jpg,1,1,1,0,0,0
01166.jpg,1,1,1,0,0,0
02169.jpg,1,1,1,0,0,0
01168.jpg,1,1,1,0,0,0
01169.jpg,1,1,1,0,0,0
01170.jpg,1,1,1,0,0,0
01171.jpg,1,1,1,0,0,0
01172.jpg,1,1,1,0,0,0
01173.jpg,1,1,1,0,0,0
01174.jpg,1,1,1,0,0,0
01175.jpg,1,1,1,0,0,0
01176.jpg,1,1,1,0,0,0
01177.jpg,1,1,1,0,0,0
01178.jpg,1,1,1,0,0,0
01179.jpg,1,1,1,0,0,0
01180.jpg,1,1,1,0,0,0
00024.jpg,1,1,1,0,0,0
01182.jpg,1,1,1,0,0,0
01183.jpg,1,1,1,0,0,0
01184.jpg,1,1,1,0,0,0
01185.jpg,1,1,1,0,0,0
01186.jpg,1,1,1,0,0,0
02185.jpg,1,1,1,0,0,0
01188.jpg,1,1,1,0,0,0
01189.jpg,1,1,1,0,0,0
01190.jpg,1,1,1,0,0,0
01191.jpg,1,1,1,0,0,0
01192.jpg,1,1,1,0,0,0
01193.jpg,1,1,1,0,0,0
01194.jpg,1,1,1,0,0,0
01195.jpg,1,1,1,0,0,0
01196.jpg,1,1,1,0,0,0
02184.jpg,1,1,1,0,0,0
01198.jpg,1,1,1,0,0,0
01199.jpg,1,1,1,0,0,0
01200.jpg,1,1,1,0,0,0
01201.jpg,1,1,1,0,0,0
01202.jpg,1,1,1,0,0,0
01203.jpg,1,1,1,0,0,0
01204.jpg,1,1,1,0,0,0
01205.jpg,1,1,1,0,0,0
00009.jpg,1,1,1,0,0,0
01207.jpg,1,1,1,0,0,0
01208.jpg,1,1,1,0,0,0
01209.jpg,1,1,1,0,0,0
01210.jpg,1,1,1,0,0,0
01211.jpg,1,1,1,0,0,0
01212.jpg,1,1,1,0,0,0
01213.jpg,1,1,1,0,0,0
01214.jpg,1,1,1,0,0,0
01215.jpg,1,1,1,0,0,0
01216.jpg,1,1,1,0,0,0
01217.jpg,1,1,1,0,0,0
01218.jpg,1,1,1,0,0,0
02200.jpg,1,1,1,0,0,0
00005.jpg,1,1,1,0,0,0
01221.jpg,1,1,1,0,0,0
01222.jpg,1,1,1,0,0,0
01223.jpg,1,1,1,0,0,0
01224.jpg,1,1,1,0,0,0
01225.jpg,1,1,1,0,0,0
02171.jpg,1,1,1,0,0,0
01227.jpg,2,2,2,0,0,0
01228.jpg,2,2,2,0,0,0
01229.jpg,1,1,1,0,0,0
01230.jpg,1,1,1,0,0,0
01231.jpg,1,1,1,0,0,0
01232.jpg,2,2,2,0,0,0
01233.jpg,2,2,2,0,0,0
01234.jpg,2,2,2,0,0,0
01235.jpg,1,1,1,0,0,0
01236.jpg,2,2,2,0,0,0
01237.jpg,2,2,2,0,0,0
01238.jpg,2,2,2,0,0,0
02172.jpg,1,1,1,0,0,0
01240.jpg,1,1,1,0,0,0
01241.jpg,1,1,1,0,0,0
01242.jpg,1,1,1,0,0,0
01243.jpg,1,1,1,0,0,0
01244.jpg,1,1,1,0,0,0
01245.jpg,1,1,1,0,0,0
01246.jpg,1,1,1,0,0,0
01247.jpg,1,1,1,0,0,0
01248.jpg,1,1,1,0,0,0
02173.jpg,1,1,1,0,0,0
01250.jpg,1,1,1,0,0,0
01251.jpg,1,1,1,0,0,0
01252.jpg,1,1,1,0,0,0
01253.jpg,1,1,1,0,0,0
01254.jpg,1,1,1,0,0,0
01255.jpg,1,1,1,0,0,0
01256.jpg,1,1,1,0,0,0
01257.jpg,1,1,1,0,0,0
01258.jpg,1,1,1,0,0,0
01259.jpg,1,1,1,0,0,0
01260.jpg,1,1,1,0,0,0
01261.jpg,1,1,1,0,0,0
01262.jpg,1,1,1,0,0,0
01263.jpg,1,1,1,0,0,0
01264.jpg,1,1,1,0,0,0
01265.jpg,1,1,1,0,0,0
01266.jpg,1,1,1,0,0,0
01267.jpg,1,1,1,0,0,0
01268.jpg,1,1,1,0,0,0
01269.jpg,1,1,1,0,0,0
01270.jpg,1,1,1,0,0,0
01271.jpg,1,1,1,0,0,0
01272.jpg,1,1,1,0,0,0
01273.jpg,1,1,1,0,0,0
02174.jpg,1,1,1,0,0,0
02175.jpg,1,1,1,0,0,0
01276.jpg,1,1,1,0,0,0
01277.jpg,1,1,1,0,0,0
01278.jpg,1,1,1,0,0,0
01279.jpg,1,1,1,0,0,0
01280.jpg,1,1,1,0,0,0
01281.jpg,1,1,1,0,0,0
01282.jpg,1,1,1,0,0,0
01283.jpg,1,1,1,0,0,0
01284.jpg,1,1,1,0,0,0
01285.jpg,1,1,1,0,0,0
01286.jpg,1,1,1,0,0,0
01287.jpg,1,1,1,0,0,0
01288.jpg,1,1,1,0,0,0
01289.jpg,1,1,1,0,0,0
01290.jpg,1,1,1,0,0,0
01291.jpg,1,1,1,0,0,0
01292.jpg,1,1,1,0,0,0
01293.jpg,1,1,1,0,0,0
02176.jpg,1,1,1,0,0,0
01295.jpg,1,1,1,0,0,0
02177.jpg,1,1,1,0,0,0
01297.jpg,1,1,1,0,0,0
01298.jpg,1,1,1,0,0,0
01299.jpg,1,1,1,0,0,0
01300.jpg,1,1,1,0,0,0
01301.jpg,1,1,1,0,0,0
01302.jpg,1,1,1,0,0,0
01303.jpg,1,1,1,0,0,0
01304.jpg,1,1,1,0,0,0
01305.jpg,1,1,1,0,0,0
01306.jpg,1,1,1,0,0,0
01307.jpg,1,1,1,0,0,0
01308.jpg,1,1,1,0,0,0
01309.jpg,1,1,1,0,0,0
01310.jpg,1,1,1,0,0,0
01311.jpg,1,1,1,0,0,0
01312.jpg,1,1,1,0,0,0
01313.jpg,1,1,1,0,0,0
02178.jpg,1,1,1,0,0,0
02179.jpg,1,1,1,0,0,0
01316.jpg,1,1,1,0,0,0
01317.jpg,1,1,1,0,0,0
01318.jpg,1,1,1,0,0,0
01319.jpg,1,1,1,0,0,0
01320.jpg,1,1,1,0,0,0
01321.jpg,1,1,1,0,0,0
01322.jpg,1,1,1,0,0,0
01323.jpg,1,1,1,0,0,0
01324.jpg,1,1,1,0,0,0
02180.jpg,1,1,1,0,0,0
01326.jpg,1,1,1,0,0,0
02181.jpg,1,1,1,0,0,0
01328.jpg,1,1,1,0,0,0
01329.jpg,1,1,1,0,0,0
01330.jpg,1,1,1,0,0,0
01331.jpg,1,1,1,0,0,0
01332.jpg,1,1,1,0,0,0
01333.jpg,1,1,1,0,0,0
01334.jpg,1,1,1,0,0,0
01335.jpg,1,1,1,0,0,0
01336.jpg,1,1,1,0,0,0
01337.jpg,1,1,1,0,0,0
01338.jpg,1,1,1,0,0,0
01339.jpg,1,1,1,0,0,0
01340.jpg,1,1,1,0,0,0
01341.jpg,1,1,1,0,0,0
01342.jpg,1,1,1,0,0,0
01343.jpg,1,1,1,0,0,0
01344.jpg,1,1,1,0,0,0
01345.jpg,1,1,1,0,0,0
01346.jpg,1,1,1,0,0,0
01347.jpg,1,1,1,0,0,0
01348.jpg,1,1,1,0,0,0
01349.jpg,1,1,1,0,0,0
01350.jpg,1,1,1,0,0,0
01351.jpg,1,1,1,0,0,0
01352.jpg,1,1,1,0,0,0
01353.jpg,1,1,1,0,0,0
01354.jpg,1,1,1,0,0,0
01355.jpg,1,1,1,0,0,0
01356.jpg,1,1,1,0,0,0
01357.jpg,1,1,1,0,0,0
01358.jpg,1,1,1,0,0,0
01359.jpg,1,1,1,0,0,0
01360.jpg,1,1,1,0,0,0
01361.jpg,1,1,1,0,0,0
01362.jpg,1,1,1,0,0,0
02182.jpg,1,1,1,0,0,0
02183.jpg,1,1,1,0,0,0
01365.jpg,1,1,1,0,0,0
01366.jpg,1,1,1,0,0,0
01367.jpg,1,1,1,0,0,0
01368.jpg,1,1,1,0,0,0
01369.jpg,1,1,1,0,0,0
01370.jpg,1,1,1,0,0,0
01371.jpg,1,1,1,0,0,0
01372.jpg,1,1,1,0,0,0
01373.jpg,1,1,1,0,0,0
01374.jpg,1,1,1,0,0,0
01375.jpg,1,1,1,0,0,0
01376.jpg,1,1,1,0,0,0
01377.jpg,1,1,1,0,0,0
01378.jpg,1,1,1,0,0,0
01379.jpg,1,1,1,0,0,0
01380.jpg,1,1,1,0,0,0
01381.jpg,1,1,1,0,0,0
01382.jpg,1,1,1,0,0,0
01383.jpg,1,1,1,0,0,0
01384.jpg,1,1,1,0,0,0
01385.jpg,1,1,1,0,0,0
01386.jpg,1,1,1,0,0,0
01387.jpg,1,1,1,0,0,0
01388.jpg,1,1,1,0,0,0
00002.jpg,1,1,1,0,0,0
01390.jpg,1,1,1,0,0,0
01391.jpg,1,1,1,0,0,0
01392.jpg,1,1,1,0,0,0
01393.jpg,1,1,1,0,0,0
01394.jpg,1,1,1,0,0,0
01395.jpg,1,1,1,0,0,0
01396.jpg,1,1,1,0,0,0
01397.jpg,1,1,1,0,0,0
01398.jpg,1,1,1,0,0,0
01399.jpg,1,1,1,0,0,0
01400.jpg,1,1,1,0,0,0
01401.jpg,1,1,1,0,0,0
01402.jpg,1,1,1,0,0,0
01403.jpg,1,1,1,0,0,0
01404.jpg,1,1,1,0,0,0
01405.jpg,1,1,1,0,0,0
01406.jpg,1,1,1,0,0,0
01407.jpg,1,1,1,0,0,0
01408.jpg,1,1,1,0,0,0
01409.jpg,1,1,1,0,0,0
01410.jpg,1,1,1,0,0,0
01411.jpg,1,1,1,0,0,0
01412.jpg,1,1,1,0,0,0
01413.jpg,1,1,1,0,0,0
01414.jpg,1,1,1,0,0,0
01415.jpg,1,1,1,0,0,0
01416.jpg,1,1,1,0,0,0
01417.jpg,1,1,1,0,0,0
01418.jpg,1,1,1,0,0,0
01419.jpg,1,1,1,0,0,0
01420.jpg,1,1,1,0,0,0
01421.jpg,1,1,1,0,0,0
01422.jpg,1,1,1,0,0,0
01423.jpg,1,1,1,0,0,0
01424.jpg,1,1,1,0,0,0
01425.jpg,1,1,1,0,0,0
00025.jpg,1,1,1,0,0,0
01427.jpg,1,1,1,0,0,0
01428.jpg,1,1,1,0,0,0
01429.jpg,1,1,1,0,0,0
01430.jpg,1,1,1,0,0,0
01431.jpg,1,1,1,0,0,0
01432.jpg,1,1,1,0,0,0
01433.jpg,1,1,1,0,0,0
01434.jpg,1,1,1,0,0,0
01435.jpg,1,1,1,0,0,0
01436.jpg,1,1,1,0,0,0
01437.jpg,1,1,1,0,0,0
01438.jpg,1,1,1,0,0,0
01439.jpg,1,1,1,0,0,0
01440.jpg,1,1,1,0,0,0
01441.jpg,1,1,1,0,0,0
01442.jpg,1,1,1,0,0,0
01443.jpg,1,1,1,0,0,0
01444.jpg,1,1,1,0,0,0
01445.jpg,1,1,1,0,0,0
01446.jpg,1,1,1,0,0,0
01447.jpg,1,1,1,0,0,0
01448.jpg,1,1,1,0,0,0
01449.jpg,1,1,1,0,0,0
01450.jpg,1,1,1,0,0,0
01451.jpg,1,1,1,0,0,0
01452.jpg,1,1,1,0,0,0
01453.jpg,1,1,1,0,0,0
01454.jpg,1,1,1,0,0,0
01455.jpg,1,1,1,0,0,0
01456.jpg,1,1,1,0,0,0
01457.jpg,1,1,1,0,0,0
01458.jpg,1,1,1,0,0,0
01459.jpg,1,1,1,0,0,0
01460.jpg,1,1,1,0,0,0
