image,GT,Predictions,TP,FP,FN,total_errors
01461.jpg,1,1,1,0,0,0
01462.jpg,1,1,1,0,0,0
01463.jpg,1,1,1,0,0,0
01464.jpg,1,1,1,0,0,0
01465.jpg,1,1,1,0,0,0
01466.jpg,1,1,1,0,0,0
01467.jpg,1,1,1,0,0,0
01468.jpg,1,1,1,0,0,0
01469.jpg,1,1,1,0,0,0
01470.jpg,1,1,1,0,0,0
01471.jpg,1,1,1,0,0,0
01472.jpg,1,1,1,0,0,0
01473.jpg,1,1,1,0,0,0
01474.jpg,1,1,1,0,0,0
01475.jpg,1,1,1,0,0,0
01476.jpg,1,1,1,0,0,0
01477.jpg,1,1,1,0,0,0
01478.jpg,1,1,1,0,0,0
01479.jpg,1,1,1,0,0,0
01480.jpg,1,1,1,0,0,0
01481.jpg,1,1,1,0,0,0
01482.jpg,1,1,1,0,0,0
01483.jpg,1,1,1,0,0,0
01484.jpg,1,1,1,0,0,0
01485.jpg,1,1,1,0,0,0
01486.jpg,1,1,1,0,0,0
01487.jpg,1,1,1,0,0,0
01488.jpg,1,1,1,0,0,0
01489.jpg,1,1,1,0,0,0
01490.jpg,1,1,1,0,0,0
01491.jpg,1,1,1,0,0,0
01492.jpg,1,1,1,0,0,0
01493.jpg,1,1,1,0,0,0
01494.jpg,1,1,1,0,0,0
01495.jpg,1,1,1,0,0,0
01496.jpg,1,1,1,0,0,0
01497.jpg,1,1,1,0,0,0
01498.jpg,1,1,1,0,0,0
01499.jpg,1,1,1,0,0,0
01500.jpg,1,1,1,0,0,0
01501.jpg,1,1,1,0,0,0
01502.jpg,1,1,1,0,0,0
01503.jpg,1,1,1,0,0,0
01504.jpg,1,1,1,0,0,0
01505.jpg,1,1,1,0,0,0
01506.jpg,1,1,1,0,0,0
01507.jpg,1,1,1,0,0,0
01508.jpg,1,1,1,0,0,0
01509.jpg,1,1,1,0,0,0
01510.jpg,1,1,1,0,0,0
01511.jpg,1,1,1,0,0,0
01512.jpg,1,1,1,0,0,0
01513.jpg,1,1,1,0,0,0
01514.jpg,1,1,1,0,0,0
01515.jpg,1,1,1,0,0,0
01516.jpg,1,1,1,0,0,0
01517.jpg,1,1,1,0,0,0
01518.jpg,1,1,1,0,0,0
01519.jpg,1,1,1,0,0,0
01520.jpg,1,1,1,0,0,0
01521.jpg,1,1,1,0,0,0
01522.jpg,1,1,1,0,0,0
01523.jpg,1,1,1,0,0,0
01524.jpg,1,1,1,0,0,0
01525.jpg,1,1,1,0,0,0
00026.jpg,1,1,1,0,0,0
01527.jpg,1,1,1,0,0,0
01528.jpg,1,1,1,0,0,0
01529.jpg,1,1,1,0,0,0
01530.jpg,1,1,1,0,0,0
01531.jpg,1,1,1,0,0,0
01532.jpg,1,1,1,0,0,0
01533.jpg,1,1,1,0,0,0
01534.jpg,1,1,1,0,0,0
01535.jpg,1,1,1,0,0,0
01536.jpg,1,1,1,0,0,0
01537.jpg,1,1,1,0,0,0
01538.jpg,1,1,1,0,0,0
01539.jpg,1,1,1,0,0,0
01540.jpg,1,1,1,0,0,0
00027.jpg,1,1,1,0,0,0
01542.jpg,1,1,1,0,0,0
01543.jpg,1,1,1,0,0,0
01544.jpg,1,1,1,0,0,0
01545.jpg,1,1,1,0,0,0
01546.jpg,1,1,1,0,0,0
01547.jpg,1,1,1,0,0,0
01548.jpg,1,1,1,0,0,0
01549.jpg,1,1,1,0,0,0
01550.jpg,1,1,1,0,0,0
01551.jpg,1,1,1,0,0,0
01552.jpg,1,1,1,0,0,0
01553.jpg,1,1,1,0,0,0
01554.jpg,1,1,1,0,0,0
01555.jpg,1,1,1,0,0,0
01556.jpg,1,1,1,0,0,0
01557.jpg,1,1,1,0,0,0
01558.jpg,1,1,1,0,0,0
01559.jpg,1,1,1,0,0,0
01560.jpg,1,1,1,0,0,0
01561.jpg,1,1,1,0,0,0
01562.jpg,1,1,1,0,0,0
01563.jpg,1,1,1,0,0,0
01564.jpg,1,1,1,0,0,0
01565.jpg,1,1,1,0,0,0
01566.jpg,1,1,1,0,0,0
01567.jpg,1,1,1,0,0,0
01568.jpg,1,1,1,0,0,0
01569.jpg,1,1,1,0,0,0
01570.jpg,1,1,1,0,0,0
01571.jpg,1,1,1,0,0,0
01572.jpg,1,1,1,0,0,0
01573.jpg,1,1,1,0,0,0
01574.jpg,1,1,1,0,0,0
01575.jpg,1,1,1,0,0,0
01576.jpg,1,1,1,0,0,0
01577.jpg,1,1,1,0,0,0
01578.jpg,1,1,1,0,0,0
01579.jpg,1,1,1,0,0,0
01580.jpg,1,1,1,0,0,0
01581.jpg,1,1,1,0,0,0
01582.jpg,1,1,1,0,0,0
01583.jpg,1,1,1,0,0,0
01584.jpg,1,1,1,0,0,0
01585.jpg,1,1,1,0,0,0
01586.jpg,1,1,1,0,0,0
01587.jpg,1,1,1,0,0,0
01588.jpg,1,1,1,0,0,0
01589.jpg,1,1,1,0,0,0
01590.jpg,1,1,1,0,0,0
01591.jpg,1,1,1,0,0,0
00028.jpg,1,1,1,0,0,0
01593.jpg,1,1,1,0,0,0
01594.jpg,1,1,1,0,0,0
01595.jpg,1,1,1,0,0,0
01596.jpg,1,1,1,0,0,0
01597.jpg,1,1,1,0,0,0
01598.jpg,1,1,1,0,0,0
01599.jpg,1,1,1,0,0,0
01600.jpg,1,1,1,0,0,0
01601.jpg,1,1,1,0,0,0
01602.jpg,1,1,1,0,0,0
01603.jpg,1,1,1,0,0,0
01604.jpg,1,1,1,0,0,0
01605.jpg,1,1,1,0,0,0
01606.jpg,1,1,1,0,0,0
01607.jpg,1,1,1,0,0,0
01608.jpg,1,1,1,0,0,0
01609.jpg,1,1,1,0,0,0
01610.jpg,1,1,1,0,0,0
01611.jpg,1,1,1,0,0,0
01612.jpg,1,1,1,0,0,0
00029.jpg,1,1,1,0,0,0
01614.jpg,1,1,1,0,0,0
00030.jpg,1,1,1,0,0,0
01616.jpg,1,1,1,0,0,0
01617.jpg,1,1,1,0,0,0
01618.jpg,1,1,1,0,0,0
01619.jpg,1,1,1,0,0,0
01620.jpg,1,1,1,0,0,0
01621.jpg,1,1,1,0,0,0
01622.jpg,1,1,1,0,0,0
01623.jpg,1,1,1,0,0,0
01624.jpg,1,1,1,0,0,0
01625.jpg,1,1,1,0,0,0
01626.jpg,1,1,1,0,0,0
01627.jpg,1,1,1,0,0,0
01628.jpg,1,1,1,0,0,0
01629.jpg,1,1,1,0,0,0
01630.jpg,1,1,1,0,0,0
01631.jpg,1,1,1,0,0,0
01632.jpg,1,1,1,0,0,0
01633.jpg,1,1,1,0,0,0
01634.jpg,1,1,1,0,0,0
01635.jpg,1,1,1,0,0,0
01636.jpg,1,1,1,0,0,0
01637.jpg,1,1,1,0,0,0
01638.jpg,1,1,1,0,0,0
01639.jpg,1,1,1,0,0,0
01640.jpg,1,1,1,0,0,0
01641.jpg,1,1,1,0,0,0
01642.jpg,1,1,1,0,0,0
01643.jpg,1,1,1,0,0,0
01644.jpg,1,1,1,0,0,0
01645.jpg,1,1,1,0,0,0
01646.jpg,1,1,1,0,0,0
01647.jpg,1,1,1,0,0,0
01648.jpg,1,1,1,0,0,0
01649.jpg,1,1,1,0,0,0
01650.jpg,1,1,1,0,0,0
01651.jpg,1,1,1,0,0,0
01652.jpg,1,1,1,0,0,0
01653.jpg,1,1,1,0,0,0
01654.jpg,1,1,1,0,0,0
01655.jpg,1,1,1,0,0,0
01656.jpg,1,1,1,0,0,0
01657.jpg,1,1,1,0,0,0
01658.jpg,1,1,1,0,0,0
01659.jpg,1,1,1,0,0,0
01660.jpg,1,1,1,0,0,0
01661.jpg,1,1,1,0,0,0
01662.jpg,1,1,1,0,0,0
01663.jpg,1,1,1,0,0,0
01664.jpg,1,1,1,0,0,0
01665.jpg,1,1,1,0,0,0
01666.jpg,1,1,1,0,0,0
01667.jpg,1,1,1,0,0,0
01668.jpg,1,1,1,0,0,0
01669.jpg,1,1,1,0,0,0
01670.jpg,1,1,1,0,0,0
01671.jpg,1,1,1,0,0,0
01672.jpg,1,1,1,0,0,0
01673.jpg,1,1,1,0,0,0
01674.jpg,1,1,1,0,0,0
01675.jpg,1,1,1,0,0,0
01676.jpg,1,1,1,0,0,0
01677.jpg,1,1,1,0,0,0
01678.jpg,1,1,1,0,0,0
01679.jpg,1,1,1,0,0,0
00031.jpg,1,1,1,0,0,0
01681.jpg,1,1,1,0,0,0
01682.jpg,1,1,1,0,0,0
00033.jpg,1,1,1,0,0,0
01684.jpg,1,1,1,0,0,0
01685.jpg,1,1,1,0,0,0
01686.jpg,1,1,1,0,0,0
01687.jpg,1,1,1,0,0,0
01688.jpg,1,1,1,0,0,0
01689.jpg,1,1,1,0,0,0
01690.jpg,1,1,1,0,0,0
01691.jpg,1,1,1,0,0,0
01692.jpg,1,1,1,0,0,0
01693.jpg,1,1,1,0,0,0
01694.jpg,1,1,1,0,0,0
01695.jpg,1,1,1,0,0,0
01696.jpg,1,1,1,0,0,0
01697.jpg,1,1,1,0,0,0
01698.jpg,1,1,1,0,0,0
01699.jpg,1,1,1,0,0,0
01700.jpg,1,1,1,0,0,0
01701.jpg,1,1,1,0,0,0
01702.jpg,1,1,1,0,0,0
01703.jpg,1,1,1,0,0,0
01704.jpg,1,1,1,0,0,0
01705.jpg,1,1,1,0,0,0
01706.jpg,1,1,1,0,0,0
01707.jpg,1,1,1,0,0,0
01708.jpg,1,1,1,0,0,0
01709.jpg,1,1,1,0,0,0
00034.jpg,1,1,1,0,0,0
01711.jpg,1,1,1,0,0,0
01712.jpg,1,1,1,0,0,0
01713.jpg,1,1,1,0,0,0
01714.jpg,1,1,1,0,0,0
01715.jpg,1,1,1,0,0,0
01716.jpg,1,1,1,0,0,0
01717.jpg,1,1,1,0,0,0
01718.jpg,1,1,1,0,0,0
01719.jpg,1,1,1,0,0,0
01720.jpg,1,1,1,0,0,0
01721.jpg,1,1,1,0,0,0
01722.jpg,1,1,1,0,0,0
01723.jpg,1,1,1,0,0,0
01724.jpg,1,1,1,0,0,0
01725.jpg,1,1,1,0,0,0
01726.jpg,1,1,1,0,0,0
01727.jpg,1,1,1,0,0,0
01728.jpg,1,1,1,0,0,0
01729.jpg,1,1,1,0,0,0
01730.jpg,1,1,1,0,0,0
01731.jpg,1,1,1,0,0,0
01732.jpg,1,1,1,0,0,0
01733.jpg,1,1,1,0,0,0
01734.jpg,1,1,1,0,0,0
01735.jpg,1,1,1,0,0,0
01736.jpg,1,1,1,0,0,0
01737.jpg,1,1,1,0,0,0
01738.jpg,1,1,1,0,0,0
01739.jpg,1,1,1,0,0,0
01740.jpg,1,1,1,0,0,0
01741.jpg,1,1,1,0,0,0
01742.jpg,1,1,1,0,0,0
01743.jpg,1,1,1,0,0,0
01744.jpg,1,1,1,0,0,0
01745.jpg,1,1,1,0,0,0
01746.jpg,1,1,1,0,0,0
01747.jpg,1,1,1,0,0,0
01748.jpg,1,1,1,0,0,0
01749.jpg,1,1,1,0,0,0
01750.jpg,1,1,1,0,0,0
01751.jpg,1,1,1,0,0,0
01752.jpg,1,1,1,0,0,0
00035.jpg,1,1,1,0,0,0
01754.jpg,1,1,1,0,0,0
01755.jpg,1,1,1,0,0,0
00036.jpg,1,1,1,0,0,0
01757.jpg,1,1,1,0,0,0
01758.jpg,1,1,1,0,0,0
00037.jpg,1,1,1,0,0,0
01760.jpg,1,1,1,0,0,0
01761.jpg,1,1,1,0,0,0
01762.jpg,1,1,1,0,0,0
01763.jpg,1,1,1,0,0,0
01764.jpg,1,1,1,0,0,0
01765.jpg,1,1,1,0,0,0
01766.jpg,1,1,1,0,0,0
01767.jpg,1,1,1,0,0,0
01768.jpg,1,1,1,0,0,0
01769.jpg,1,1,1,0,0,0
01770.jpg,1,1,1,0,0,0
01771.jpg,1,1,1,0,0,0
01772.jpg,1,1,1,0,0,0
01773.jpg,1,1,1,0,0,0
00038.jpg,1,1,1,0,0,0
01775.jpg,1,1,1,0,0,0
01776.jpg,1,1,1,0,0,0
01777.jpg,1,1,1,0,0,0
01778.jpg,1,1,1,0,0,0
01779.jpg,1,1,1,0,0,0
01780.jpg,1,1,1,0,0,0
01781.jpg,1,1,1,0,0,0
01782.jpg,1,1,1,0,0,0
01783.jpg,1,1,1,0,0,0
01784.jpg,1,1,1,0,0,0
01785.jpg,1,1,1,0,0,0
01786.jpg,1,1,1,0,0,0
01787.jpg,1,1,1,0,0,0
01788.jpg,1,1,1,0,0,0
01789.jpg,1,1,1,0,0,0
01790.jpg,1,1,1,0,0,0
01791.jpg,1,1,1,0,0,0
01792.jpg,1,1,1,0,0,0
01793.jpg,1,1,1,0,0,0
01794.jpg,1,1,1,0,0,0
01795.jpg,1,1,1,0,0,0
01796.jpg,1,1,1,0,0,0
01797.jpg,1,1,1,0,0,0
01798.jpg,1,1,1,0,0,0
01799.jpg,1,1,1,0,0,0
01800.jpg,1,1,1,0,0,0
01801.jpg,1,1,1,0,0,0
01802.jpg,1,1,1,0,0,0
01803.jpg,1,1,1,0,0,0
01804.jpg,1,1,1,0,0,0
01805.jpg,1,1,1,0,0,0
01806.jpg,1,1,1,0,0,0
01807.jpg,1,1,1,0,0,0
01808.jpg,1,1,1,0,0,0
01809.jpg,1,1,1,0,0,0
01810.jpg,1,1,1,0,0,0
01811.jpg,1,1,1,0,0,0
01812.jpg,1,1,1,0,0,0
01813.jpg,1,1,1,0,0,0
01814.jpg,1,1,1,0,0,0
01815.jpg,1,1,1,0,0,0
01816.jpg,1,1,1,0,0,0
01817.jpg,1,1,1,0,0,0
01818.jpg,1,1,1,0,0,0
01819.jpg,1,1,1,0,0,0
01820.jpg,1,1,1,0,0,0
01821.jpg,1,1,1,0,0,0
01822.jpg,1,1,1,0,0,0
00039.jpg,1,1,1,0,0,0
01824.jpg,1,1,1,0,0,0
01825.jpg,1,1,1,0,0,0
01826.jpg,1,1,1,0,0,0
01827.jpg,1,1,1,0,0,0
01828.jpg,1,1,1,0,0,0
01829.jpg,1,1,1,0,0,0
01830.jpg,1,1,1,0,0,0
01831.jpg,1,1,1,0,0,0
01832.jpg,1,1,1,0,0,0
00040.jpg,1,1,1,0,0,0
01834.jpg,1,1,1,0,0,0
01835.jpg,1,1,1,0,0,0
01836.jpg,1,1,1,0,0,0
01837.jpg,1,1,1,0,0,0
01838.jpg,1,1,1,0,0,0
01839.jpg,1,1,1,0,0,0
01840.jpg,1,1,1,0,0,0
01841.jpg,1,1,1,0,0,0
01842.jpg,1,1,1,0,0,0
01843.jpg,1,1,1,0,0,0
01844.jpg,1,1,1,0,0,0
01845.jpg,1,1,1,0,0,0
01846.jpg,1,1,1,0,0,0
01847.jpg,1,1,1,0,0,0
01848.jpg,1,1,1,0,0,0
01849.jpg,1,1,1,0,0,0
01850.jpg,1,1,1,0,0,0
01851.jpg,1,1,1,0,0,0
01852.jpg,1,1,1,0,0,0
01853.jpg,1,1,1,0,0,0
01854.jpg,1,1,1,0,0,0
01855.jpg,1,1,1,0,0,0
01856.jpg,1,1,1,0,0,0
01857.jpg,1,1,1,0,0,0
01858.jpg,1,1,1,0,0,0
01859.jpg,1,1,1,0,0,0
01860.jpg,1,1,1,0,0,0
01861.jpg,1,1,1,0,0,0
01862.jpg,1,1,1,0,0,0
01863.jpg,1,1,1,0,0,0
01864.jpg,1,1,1,0,0,0
01865.jpg,1,1,1,0,0,0
01866.jpg,1,1,1,0,0,0
01867.jpg,1,1,1,0,0,0
01868.jpg,1,1,1,0,0,0
01869.jpg,1,1,1,0,0,0
01870.jpg,1,1,1,0,0,0
00041.jpg,1,1,1,0,0,0
01872.jpg,1,1,1,0,0,0
01873.jpg,1,1,1,0,0,0
01874.jpg,1,1,1,0,0,0
01875.jpg,1,1,1,0,0,0
01876.jpg,1,1,1,0,0,0
01877.jpg,1,1,1,0,0,0
01878.jpg,1,1,1,0,0,0
01879.jpg,1,1,1,0,0,0
01880.jpg,1,1,1,0,0,0
01881.jpg,1,1,1,0,0,0
01882.jpg,1,1,1,0,0,0
01883.jpg,1,1,1,0,0,0
01884.jpg,1,1,1,0,0,0
01885.jpg,1,1,1,0,0,0
01886.jpg,1,1,1,0,0,0
01887.jpg,1,1,1,0,0,0
01888.jpg,1,1,1,0,0,0
01889.jpg,1,1,1,0,0,0
01890.jpg,1,1,1,0,0,0
01891.jpg,1,1,1,0,0,0
01892.jpg,1,1,1,0,0,0
01893.jpg,1,1,1,0,0,0
01894.jpg,1,1,1,0,0,0
01895.jpg,1,1,1,0,0,0
01896.jpg,1,1,1,0,0,0
01897.jpg,1,1,1,0,0,0
01898.jpg,1,1,1,0,0,0
01899.jpg,1,1,1,0,0,0
00042.jpg,1,1,1,0,0,0
01901.jpg,1,1,1,0,0,0
01902.jpg,1,1,1,0,0,0
01903.jpg,1,1,1,0,0,0
01904.jpg,1,1,1,0,0,0
01905.jpg,1,1,1,0,0,0
01906.jpg,1,1,1,0,0,0
01907.jpg,1,1,1,0,0,0
00044.jpg,1,1,1,0,0,0
01909.jpg,1,1,1,0,0,0
01910.jpg,1,1,1,0,0,0
00045.jpg,2,2,2,0,0,0
01912.jpg,1,1,1,0,0,0
01913.jpg,1,1,1,0,0,0
01914.jpg,1,1,1,0,0,0
01915.jpg,1,1,1,0,0,0
01916.jpg,1,1,1,0,0,0
01917.jpg,1,1,1,0,0,0
01918.jpg,1,1,1,0,0,0
01919.jpg,1,1,1,0,0,0
01920.jpg,1,1,1,0,0,0
01921.jpg,1,1,1,0,0,0
01922.jpg,1,1,1,0,0,0
01923.jpg,1,1,1,0,0,0
01924.jpg,1,1,1,0,0,0
01925.jpg,1,1,1,0,0,0
01926.jpg,1,1,1,0,0,0
01927.jpg,1,1,1,0,0,0
01928.jpg,1,1,1,0,0,0
01929.jpg,1,1,1,0,0,0
01930.jpg,1,1,1,0,0,0
01931.jpg,1,1,1,0,0,0
01932.jpg,1,1,1,0,0,0
01933.jpg,1,1,1,0,0,0
01934.jpg,1,1,1,0,0,0
01935.jpg,1,1,1,0,0,0
00046.jpg,1,1,1,0,0,0
01937.jpg,1,1,1,0,0,0
01938.jpg,1,1,1,0,0,0
01939.jpg,1,1,1,0,0,0
01940.jpg,1,1,1,0,0,0
01941.jpg,1,1,1,0,0,0
01942.jpg,1,1,1,0,0,0
01943.jpg,1,1,1,0,0,0
01944.jpg,1,1,1,0,0,0
01945.jpg,1,1,1,0,0,0
01946.jpg,1,1,1,0,0,0
01947.jpg,1,1,1,0,0,0
01948.jpg,1,1,1,0,0,0
01949.jpg,1,1,1,0,0,0
01950.jpg,1,1,1,0,0,0
01951.jpg,1,1,1,0,0,0
00047.jpg,1,1,1,0,0,0
01953.jpg,1,1,1,0,0,0
01954.jpg,1,1,1,0,0,0
01955.jpg,1,1,1,0,0,0
01956.jpg,1,1,1,0,0,0
01957.jpg,1,1,1,0,0,0
01958.jpg,1,1,1,0,0,0
01959.jpg,1,1,1,0,0,0
01960.jpg,1,1,1,0,0,0
01961.jpg,1,1,1,0,0,0
01962.jpg,1,1,1,0,0,0
01963.jpg,1,1,1,0,0,0
01964.jpg,1,1,1,0,0,0
01965.jpg,1,1,1,0,0,0
01966.jpg,1,1,1,0,0,0
01967.jpg,1,1,1,0,0,0
01968.jpg,1,1,1,0,0,0
01969.jpg,1,1,1,0,0,0
01970.jpg,1,1,1,0,0,0
01971.jpg,1,1,1,0,0,0
01972.jpg,1,1,1,0,0,0
01973.jpg,1,1,1,0,0,0
01974.jpg,1,1,1,0,0,0
01975.jpg,1,1,1,0,0,0
01976.jpg,1,1,1,0,0,0
01977.jpg,1,1,1,0,0,0
01978.jpg,1,1,1,0,0,0
01979.jpg,1,1,1,0,0,0
01980.jpg,1,1,1,0,0,0
01981.jpg,1,1,1,0,0,0
01982.jpg,1,1,1,0,0,0
01983.jpg,1,1,1,0,0,0
01984.jpg,1,1,1,0,0,0
01985.jpg,1,1,1,0,0,0
01986.jpg,1,1,1,0,0,0
01987.jpg,1,1,1,0,0,0
01988.jpg,1,1,1,0,0,0
01989.jpg,1,1,1,0,0,0
01990.jpg,1,1,1,0,0,0
01991.jpg,1,1,1,0,0,0
01992.jpg,1,1,1,0,0,0
01993.jpg,1,1,1,0,0,0
01994.jpg,1,1,1,0,0,0
01995.jpg,1,1,1,0,0,0
01996.jpg,1,1,1,0,0,0
01997.jpg,1,1,1,0,0,0
01998.jpg,1,1,1,0,0,0
01999.jpg,1,1,1,0,0,0
02000.jpg,1,1,1,0,0,0
02001.jpg,1,1,1,0,0,0
02002.jpg,1,1,1,0,0,0
02003.jpg,1,1,1,0,0,0
02004.jpg,1,1,1,0,0,0
02005.jpg,1,1,1,0,0,0
02006.jpg,1,1,1,0,0,0
02007.jpg,1,1,1,0,0,0
02008.jpg,1,1,1,0,0,0
02009.jpg,1,1,1,0,0,0
02010.jpg,1,1,1,0,0,0
02011.jpg,1,1,1,0,0,0
02012.jpg,1,1,1,0,0,0
02013.jpg,1,1,1,0,0,0
02014.jpg,1,1,1,0,0,0
00049.jpg,1,1,1,0,0,0
02016.jpg,1,1,1,0,0,0
02017.jpg,1,1,1,0,0,0
02018.jpg,1,1,1,0,0,0
02019.jpg,1,1,1,0,0,0
02020.jpg,1,1,1,0,0,0
02021.jpg,1,1,1,0,0,0
02022.jpg,1,1,1,0,0,0
02023.jpg,1,1,1,0,0,0
02024.jpg,1,1,1,0,0,0
02025.jpg,1,1,1,0,0,0
02026.jpg,1,1,1,0,0,0
02027.jpg,1,1,1,0,0,0
02028.jpg,1,1,1,0,0,0
02029.jpg,1,1,1,0,0,0
02030.jpg,1,1,1,0,0,0
02031.jpg,1,1,1,0,0,0
02032.jpg,1,1,1,0,0,0
02033.jpg,1,1,1,0,0,0
02034.jpg,1,1,1,0,0,0
02035.jpg,1,1,1,0,0,0
02036.jpg,1,1,1,0,0,0
02037.jpg,1,1,1,0,0,0
02038.jpg,1,1,1,0,0,0
02039.jpg,1,1,1,0,0,0
02040.jpg,1,1,1,0,0,0
02041.jpg,1,1,1,0,0,0
02042.jpg,1,1,1,0,0,0
02043.jpg,1,1,1,0,0,0
02044.jpg,1,1,1,0,0,0
02045.jpg,1,1,1,0,0,0
02046.jpg,1,1,1,0,0,0
02047.jpg,1,1,1,0,0,0
00052.jpg,1,1,1,0,0,0
02049.jpg,1,1,1,0,0,0
02050.jpg,1,1,1,0,0,0
02051.jpg,1,1,1,0,0,0
02052.jpg,1,1,1,0,0,0
02053.jpg,1,1,1,0,0,0
02054.jpg,1,1,1,0,0,0
02055.jpg,1,1,1,0,0,0
02056.jpg,1,1,1,0,0,0
02057.jpg,1,1,1,0,0,0
02058.jpg,1,1,1,0,0,0
02059.jpg,1,1,1,0,0,0
02060.jpg,1,1,1,0,0,0
02061.jpg,1,1,1,0,0,0
02062.jpg,1,1,1,0,0,0
02063.jpg,1,1,1,0,0,0
02064.jpg,1,1,1,0,0,0
02065.jpg,1,1,1,0,0,0
02066.jpg,1,1,1,0,0,0
02067.jpg,1,1,1,0,0,0
02068.jpg,1,1,1,0,0,0
02069.jpg,1,1,1,0,0,0
02070.jpg,1,1,1,0,0,0
02071.jpg,1,1,1,0,0,0
02072.jpg,1,1,1,0,0,0
02073.jpg,1,1,1,0,0,0
02074.jpg,1,1,1,0,0,0
02075.jpg,1,1,1,0,0,0
02076.jpg,1,1,1,0,0,0
00053.jpg,1,1,1,0,0,0
02078.jpg,1,1,1,0,0,0
02079.jpg,1,1,1,0,0,0
02080.jpg,1,1,1,0,0,0
02081.jpg,1,1,1,0,0,0
02082.jpg,1,1,1,0,0,0
02083.jpg,1,1,1,0,0,0
02084.jpg,1,1,1,0,0,0
02085.jpg,1,1,1,0,0,0
02086.jpg,1,1,1,0,0,0
02087.jpg,1,1,1,0,0,0
02088.jpg,1,1,1,0,0,0
02089.jpg,1,1,1,0,0,0
02090.jpg,1,1,1,0,0,0
02091.jpg,1,1,1,0,0,0
02092.jpg,1,1,1,0,0,0
02093.jpg,1,1,1,0,0,0
02094.jpg,1,1,1,0,0,0
02095.jpg,1,1,1,0,0,0
02096.jpg,1,1,1,0,0,0
02097.jpg,1,1,1,0,0,0
02098.jpg,1,1,1,0,0,0
02099.jpg,1,1,1,0,0,0
02100.jpg,1,1,1,0,0,0
02101.jpg,1,1,1,0,0,0
02102.jpg,1,1,1,0,0,0
02103.jpg,1,1,1,0,0,0
02104.jpg,1,1,1,0,0,0
02105.jpg,1,1,1,0,0,0
02106.jpg,1,1,1,0,0,0
02107.jpg,1,1,1,0,0,0
02108.jpg,1,1,1,0,0,0
02109.jpg,1,1,1,0,0,0
02110.jpg,1,1,1,0,0,0
02111.jpg,1,1,1,0,0,0
02112.jpg,1,1,1,0,0,0
00054.jpg,1,1,1,0,0,0
02114.jpg,1,1,1,0,0,0
02115.jpg,1,1,1,0,0,0
02116.jpg,1,1,1,0,0,0
02117.jpg,1,1,1,0,0,0
02118.jpg,1,1,1,0,0,0
02119.jpg,1,1,1,0,0,0
02120.jpg,1,1,1,0,0,0
02121.jpg,1,1,1,0,0,0
02122.jpg,1,1,1,0,0,0
00056.jpg,1,1,1,0,0,0
02124.jpg,1,1,1,0,0,0
02125.jpg,1,1,1,0,0,0
02126.jpg,1,1,1,0,0,0
02127.jpg,1,1,1,0,0,0
02128.jpg,1,1,1,0,0,0
02129.jpg,1,1,1,0,0,0
02130.jpg,1,1,1,0,0,0
02131.jpg,1,1,1,0,0,0
02132.jpg,1,1,1,0,0,0
02133.jpg,1,1,1,0,0,0
02134.jpg,1,1,1,0,0,0
02135.jpg,1,1,1,0,0,0
02136.jpg,1,1,1,0,0,0
02137.jpg,1,1,1,0,0,0
02138.jpg,1,1,1,0,0,0
02139.jpg,1,1,1,0,0,0
02140.jpg,1,1,1,0,0,0
02141.jpg,1,1,1,0,0,0
02142.jpg,1,1,1,0,0,0
02143.jpg,1,1,1,0,0,0
02144.jpg,1,1,1,0,0,0
02145.jpg,1,1,1,0,0,0
02146.jpg,1,1,1,0,0,0
02147.jpg,1,1,1,0,0,0
02148.jpg,1,1,1,0,0,0
02149.jpg,1,1,1,0,0,0
02150.jpg,1,1,1,0,0,0
02151.jpg,1,1,1,0,0,0
02152.jpg,1,1,1,0,0,0
02153.jpg,1,1,1,0,0,0
02154.jpg,1,1,1,0,0,0
02155.jpg,1,1,1,0,0,0
00057.jpg,1,1,1,0,0,0
02157.jpg,1,1,1,0,0,0
02158.jpg,1,1,1,0,0,0
02159.jpg,1,1,1,0,0,0
02160.jpg,1,1,1,0,0,0
02161.jpg,1,1,1,0,0,0
02162.jpg,1,1,1,0,0,0
02163.jpg,1,1,1,0,0,0
02164.jpg,1,1,1,0,0,0
02165.jpg,1,1,1,0,0,0
02166.jpg,1,1,1,0,0,0
02167.jpg,1,1,1,0,0,0
02168.jpg,1,1,1,0,0,0
00001.jpg,1,1,1,0,0,0
02186.jpg,1,1,1,0,0,0
02187.jpg,1,1,1,0,0,0
02188.jpg,1,1,1,0,0,0
02189.jpg,1,1,1,0,0,0
02190.jpg,1,1,1,0,0,0
02191.jpg,1,1,1,0,0,0
02192.jpg,1,1,1,0,0,0
02193.jpg,1,1,1,0,0,0
02194.jpg,1,1,1,0,0,0
02195.jpg,1,1,1,0,0,0
02196.jpg,1,1,1,0,0,0
02197.jpg,1,1,1,0,0,0
02198.jpg,1,1,1,0,0,0
02199.jpg,1,1,1,0,0,0
00004.jpg,1,1,1,0,0,0
00003.jpg,1,1,1,0,0,0
00010.jpg,1,1,1,0,0,0
00011.jpg,1,1,1,0,0,0
00012.jpg,1,1,1,0,0,0
00013.jpg,1,1,1,0,0,0
00014.jpg,1,1,1,0,0,0
00015.jpg,1,1,1,0,0,0
00016.jpg,1,1,1,0,0,0
00017.jpg,1,1,1,0,0,0
00018.jpg,1,1,1,0,0,0
00019.jpg,1,1,1,0,0,0
